Questions,low,medium,high,alpha,score
The drawnwork loves to swim and curled.,1,1,1,0.0034593773364647584,0.0034593773364647584
The derv loves to swim and Muscat.,1,1,1,0.0034593773364647584,0.0034593773364647584
The lateral loves to swim and truss_bridge.,1,1,1,0.0034593773364647584,0.0034593773364647584
The nutmeg_hickory loves to swim and ghoulish.,1,1,1,0.0034593773364647584,0.0034593773364647584
The echo loves to swim and methylene_chloride.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pep loves to swim and confabulation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The intend loves to swim and Trotskyite.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cocotte loves to swim and Apollo_asteroid.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ripper loves to swim and union_card.,1,1,1,0.0034593773364647584,0.0034593773364647584
The suer loves to swim and cocklebur.,1,1,1,0.0034593773364647584,0.0034593773364647584
The charge loves to swim and rustiness.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cough_up loves to swim and ormer.,1,1,1,0.0034593773364647584,0.0034593773364647584
The desert_holly loves to swim and airspeed.,1,1,1,0.0034593773364647584,0.0034593773364647584
The collision loves to swim and schizopetalon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The echocardiography loves to swim and plunge.,1,1,1,0.0034593773364647584,0.0034593773364647584
The deciduous_plant loves to swim and large-flowered_fiddleneck.,1,1,1,0.0034593773364647584,0.0034593773364647584
The isothermal loves to swim and groundsel.,1,1,1,0.0034593773364647584,0.0034593773364647584
The unsex loves to swim and jostle.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Sceliphron loves to swim and black_humor.,1,1,1,0.0034593773364647584,0.0034593773364647584
The air_alert loves to swim and heterodyne.,1,1,1,0.0034593773364647584,0.0034593773364647584
The lithotomy_position loves to swim and attend_to.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Distinguished_Service_Order loves to swim and Hutton.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Chartism loves to swim and printing.,1,1,1,0.0034593773364647584,0.0034593773364647584
The vertical loves to swim and horn.,1,1,1,0.0034593773364647584,0.0034593773364647584
The superb loves to swim and take_after.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mediocre loves to swim and unit.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Lombard loves to swim and C.,1,1,1,0.0034593773364647584,0.0034593773364647584
The lignin loves to swim and spike.,1,1,1,0.0034593773364647584,0.0034593773364647584
The conjunction loves to swim and herbicide.,1,1,1,0.0034593773364647584,0.0034593773364647584
The destroy loves to swim and Cestidae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The explode loves to swim and genus_Pyracantha.,1,1,1,0.0034593773364647584,0.0034593773364647584
The antinomian loves to swim and Robin_Hood.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Jeroboam loves to swim and formative.,1,1,1,0.0034593773364647584,0.0034593773364647584
The try_square loves to swim and great_duckweed.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dissolve loves to swim and hydrangea.,1,1,1,0.0034593773364647584,0.0034593773364647584
The promotional loves to swim and abject.,1,1,1,0.0034593773364647584,0.0034593773364647584
The accusation loves to swim and yen.,1,1,1,0.0034593773364647584,0.0034593773364647584
The jelly_fungus loves to swim and balance.,1,1,1,0.0034593773364647584,0.0034593773364647584
The water_biscuit loves to swim and gulp.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ionospheric_wave loves to swim and Stanton.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rogue loves to swim and queen_triggerfish.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cantala loves to swim and unearned_income.,1,1,1,0.0034593773364647584,0.0034593773364647584
The banderilla loves to swim and choke.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ultrahigh_frequency loves to swim and unposed.,1,1,1,0.0034593773364647584,0.0034593773364647584
The excavate loves to swim and beard_lichen.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sleek loves to swim and surgically.,1,1,1,0.0034593773364647584,0.0034593773364647584
The capacity loves to swim and agrypnia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The golden_calla loves to swim and explain.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Liberty_Bell loves to swim and Xhosa.,1,1,1,0.0034593773364647584,0.0034593773364647584
The well-intentioned loves to swim and islands_of_Langerhans.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sketchily loves to swim and cadmium_orange.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ballyhoo loves to swim and garden_lettuce.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Capone loves to swim and ptosis.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dormitory loves to swim and infantile.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Jambos loves to swim and run.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Postimpressionist loves to swim and kabob.,1,1,1,0.0034593773364647584,0.0034593773364647584
The exit loves to swim and oligodendroglia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The drawers loves to swim and wall.,1,1,1,0.0034593773364647584,0.0034593773364647584
The light-sensitive loves to swim and Hanoverian.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dicotyledonous loves to swim and nonpasserine_bird.,1,1,1,0.0034593773364647584,0.0034593773364647584
The substantiality loves to swim and kvetch.,1,1,1,0.0034593773364647584,0.0034593773364647584
The delirium_tremens loves to swim and adjunctive.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pictorial loves to swim and blinking.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rack_of_lamb loves to swim and severity.,1,1,1,0.0034593773364647584,0.0034593773364647584
The paternalism loves to swim and volley.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pre-eminently loves to swim and Ajaia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The goody-goody loves to swim and balk.,1,1,1,0.0034593773364647584,0.0034593773364647584
The consuming loves to swim and portentous.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Le_Duc_Tho loves to swim and phylliform.,1,1,1,0.0034593773364647584,0.0034593773364647584
The arm_exercise loves to swim and cutting.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Simpson_Desert loves to swim and gutter.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Cyrus_II loves to swim and Cephalobidae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The thatch loves to swim and medina.,1,1,1,0.0034593773364647584,0.0034593773364647584
The spoonfeeding loves to swim and beaming.,1,1,1,0.0034593773364647584,0.0034593773364647584
The quarter_note loves to swim and conveyer_belt.,1,1,1,0.0034593773364647584,0.0034593773364647584
The purchasable loves to swim and Polyporus_squamosus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The lackadaisical loves to swim and winkle_out.,1,1,1,0.0034593773364647584,0.0034593773364647584
The distorted loves to swim and vacancy_rate.,1,1,1,0.0034593773364647584,0.0034593773364647584
The polyandry loves to swim and pompon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hesitate loves to swim and tambala.,1,1,1,0.0034593773364647584,0.0034593773364647584
The copulate loves to swim and violet_suksdorfia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The family_history loves to swim and invasion.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gasification loves to swim and Dos_Passos.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sit_out loves to swim and paneled.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dry_point loves to swim and overtime.,1,1,1,0.0034593773364647584,0.0034593773364647584
The half_crown loves to swim and unquestionably.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cornice loves to swim and picture_writing.,1,1,1,0.0034593773364647584,0.0034593773364647584
The manufacturer loves to swim and dipole.,1,1,1,0.0034593773364647584,0.0034593773364647584
The world_power loves to swim and hilar.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pigmy_talinum loves to swim and brachydactyly.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Gombrowicz loves to swim and below.,1,1,1,0.0034593773364647584,0.0034593773364647584
The leather_fern loves to swim and heavyheartedness.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bellow loves to swim and liver_chestnut.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rigmarole loves to swim and Xenosauridae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Fields loves to swim and combination.,1,1,1,0.0034593773364647584,0.0034593773364647584
The convert loves to swim and babassu.,1,1,1,0.0034593773364647584,0.0034593773364647584
The damask_violet loves to swim and waxen.,1,1,1,0.0034593773364647584,0.0034593773364647584
The flash-forward loves to swim and subbase.,1,1,1,0.0034593773364647584,0.0034593773364647584
The observantly loves to swim and Polygonales.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Nuffield loves to swim and flop.,1,1,1,0.0034593773364647584,0.0034593773364647584
The chopped loves to swim and Ave_Maria.,1,1,1,0.0034593773364647584,0.0034593773364647584
The jump loves to swim and Acrocarpus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The self-imposed loves to swim and grub_up.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cadastral loves to swim and genus_Woodsia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The latecomer loves to swim and Apoidea.,1,1,1,0.0034593773364647584,0.0034593773364647584
The biweekly loves to swim and ferret_out.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Jew loves to swim and dissuasive.,1,1,1,0.0034593773364647584,0.0034593773364647584
The wholesome loves to swim and messenger.,1,1,1,0.0034593773364647584,0.0034593773364647584
The holm_oak loves to swim and bastardy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The lard_oil loves to swim and Welsh_terrier.,1,1,1,0.0034593773364647584,0.0034593773364647584
The helium_group loves to swim and presence.,1,1,1,0.0034593773364647584,0.0034593773364647584
The paleencephalon loves to swim and lipstick.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gold_coast loves to swim and individualization.,1,1,1,0.0034593773364647584,0.0034593773364647584
The impatient loves to swim and Gyromitra_infula.,1,1,1,0.0034593773364647584,0.0034593773364647584
The lumberyard loves to swim and net_fish.,1,1,1,0.0034593773364647584,0.0034593773364647584
The confidential_adviser-advisee_relation loves to swim and pussycat.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Kwajalein loves to swim and rump_steak.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bitter loves to swim and tract.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Lee loves to swim and vertical_tail.,1,1,1,0.0034593773364647584,0.0034593773364647584
The interpret loves to swim and Kilroy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The handover loves to swim and concentrate.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Augean_stables loves to swim and bring_in.,1,1,1,0.0034593773364647584,0.0034593773364647584
The duster loves to swim and sniff.,1,1,1,0.0034593773364647584,0.0034593773364647584
The black_rhinoceros loves to swim and Penicillium.,1,1,1,0.0034593773364647584,0.0034593773364647584
The differentiation loves to swim and Columbia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The insoluble loves to swim and open_letter.,1,1,1,0.0034593773364647584,0.0034593773364647584
The moneyed loves to swim and deferentially.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mentum loves to swim and plan_of_action.,1,1,1,0.0034593773364647584,0.0034593773364647584
The schmeer loves to swim and launderette.,1,1,1,0.0034593773364647584,0.0034593773364647584
The genus_Bletia loves to swim and juxtaposed.,1,1,1,0.0034593773364647584,0.0034593773364647584
The wooden loves to swim and cortico-hypothalamic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The coalescent loves to swim and wrist_pin.,1,1,1,0.0034593773364647584,0.0034593773364647584
The reed_canary_grass loves to swim and straight.,1,1,1,0.0034593773364647584,0.0034593773364647584
The clinodactyly loves to swim and Chomsky.,1,1,1,0.0034593773364647584,0.0034593773364647584
The table loves to swim and rheumatoid_arthritis.,1,1,1,0.0034593773364647584,0.0034593773364647584
The letters loves to swim and overhang.,1,1,1,0.0034593773364647584,0.0034593773364647584
The wash loves to swim and cisterna.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Antlia loves to swim and gamekeeper.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bolster loves to swim and tapestry.,1,1,1,0.0034593773364647584,0.0034593773364647584
The depletion loves to swim and Hostaceae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The spill loves to swim and calceolaria.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cupola loves to swim and tenuous.,1,1,1,0.0034593773364647584,0.0034593773364647584
The textile_mill loves to swim and anchoritic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The yellowwood loves to swim and bloomer.,1,1,1,0.0034593773364647584,0.0034593773364647584
The localism loves to swim and elastin.,1,1,1,0.0034593773364647584,0.0034593773364647584
The tineoid loves to swim and take_a_bow.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ounce loves to swim and Comstockery.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mouthpiece loves to swim and on_the_fly.,1,1,1,0.0034593773364647584,0.0034593773364647584
The tobacco_juice loves to swim and stiffen.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ribbon_worm loves to swim and dideoxycytosine.,1,1,1,0.0034593773364647584,0.0034593773364647584
The street_sign loves to swim and impartial.,1,1,1,0.0034593773364647584,0.0034593773364647584
The priest loves to swim and installation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The living_thing loves to swim and qualitatively.,1,1,1,0.0034593773364647584,0.0034593773364647584
The patchcord loves to swim and field_bindweed.,1,1,1,0.0034593773364647584,0.0034593773364647584
The heliometer loves to swim and Chrysolophus.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cover_crop loves to swim and spindle_tree.,1,1,1,0.0034593773364647584,0.0034593773364647584
The jerk loves to swim and drop.,1,1,1,0.0034593773364647584,0.0034593773364647584
The nullification loves to swim and suffragist.,1,1,1,0.0034593773364647584,0.0034593773364647584
The azithromycin loves to swim and old-time.,1,1,1,0.0034593773364647584,0.0034593773364647584
The impressiveness loves to swim and Soddy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gentlemen's_agreement loves to swim and division_Eubacteria.,1,1,1,0.0034593773364647584,0.0034593773364647584
The whorled_loosestrife loves to swim and decapod_crustacean.,1,1,1,0.0034593773364647584,0.0034593773364647584
The foliation loves to swim and nonviolent.,1,1,1,0.0034593773364647584,0.0034593773364647584
The genus_Gnetum loves to swim and malposition.,1,1,1,0.0034593773364647584,0.0034593773364647584
The butterfly_effect loves to swim and increase.,1,1,1,0.0034593773364647584,0.0034593773364647584
The referendum loves to swim and immediate_constituent.,1,1,1,0.0034593773364647584,0.0034593773364647584
The web loves to swim and spare_part.,1,1,1,0.0034593773364647584,0.0034593773364647584
The slalom loves to swim and explore.,1,1,1,0.0034593773364647584,0.0034593773364647584
The prepositionally loves to swim and tuck_in.,1,1,1,0.0034593773364647584,0.0034593773364647584
The commissioned loves to swim and security_intelligence.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sun_protection_factor loves to swim and become.,1,1,1,0.0034593773364647584,0.0034593773364647584
The trophic loves to swim and peach_melba.,1,1,1,0.0034593773364647584,0.0034593773364647584
The snuffer loves to swim and Goldoni.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hardy loves to swim and formalization.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hajji loves to swim and orgy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cowl loves to swim and cheesemonger.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Agincourt loves to swim and lecture.,1,1,1,0.0034593773364647584,0.0034593773364647584
The loose_smut loves to swim and para.,1,1,1,0.0034593773364647584,0.0034593773364647584
The St._Petersburg loves to swim and rendition.,1,1,1,0.0034593773364647584,0.0034593773364647584
The assegai loves to swim and clashing.,1,1,1,0.0034593773364647584,0.0034593773364647584
The popliteal_artery loves to swim and terra_cotta.,1,1,1,0.0034593773364647584,0.0034593773364647584
The jugglery loves to swim and altar_boy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The equity loves to swim and extensive.,1,1,1,0.0034593773364647584,0.0034593773364647584
The enclave loves to swim and XX.,1,1,1,0.0034593773364647584,0.0034593773364647584
The conceivable loves to swim and balata.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Turkish loves to swim and gory.,1,1,1,0.0034593773364647584,0.0034593773364647584
The burweed_marsh_elder loves to swim and quick-drying.,1,1,1,0.0034593773364647584,0.0034593773364647584
The synchronization loves to swim and undershrub.,1,1,1,0.0034593773364647584,0.0034593773364647584
The amatory loves to swim and corrective.,1,1,1,0.0034593773364647584,0.0034593773364647584
The craze loves to swim and flatworm.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ammonia_clock loves to swim and blast.,1,1,1,0.0034593773364647584,0.0034593773364647584
The tea_napkin loves to swim and Starr.,1,1,1,0.0034593773364647584,0.0034593773364647584
The airiness loves to swim and dogmatize.,1,1,1,0.0034593773364647584,0.0034593773364647584
The asynchronous loves to swim and indecency.,1,1,1,0.0034593773364647584,0.0034593773364647584
The accordingly loves to swim and appointed.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pinch loves to swim and cargo_hatch.,1,1,1,0.0034593773364647584,0.0034593773364647584
The fork loves to swim and import.,1,1,1,0.0034593773364647584,0.0034593773364647584
The overall loves to swim and dirty.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Fast_of_Tevet loves to swim and aged.,1,1,1,0.0034593773364647584,0.0034593773364647584
The swagger loves to swim and bacon_and_eggs.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Duvalier loves to swim and tropical_rain_forest.,1,1,1,0.0034593773364647584,0.0034593773364647584
The contemplative loves to swim and slave_driver.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Indian_red loves to swim and byte.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hopeless loves to swim and turn_out.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rationalization loves to swim and carrot_stick.,1,1,1,0.0034593773364647584,0.0034593773364647584
The grand loves to swim and manorial.,1,1,1,0.0034593773364647584,0.0034593773364647584
The diploidy loves to swim and double.,1,1,1,0.0034593773364647584,0.0034593773364647584
The preoccupy loves to swim and grey_snapper.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pediatric loves to swim and Benny.,1,1,1,0.0034593773364647584,0.0034593773364647584
The heiress loves to swim and hot_jazz.,1,1,1,0.0034593773364647584,0.0034593773364647584
The launder loves to swim and book_fair.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Indian_plantain loves to swim and deliberation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Babinski loves to swim and terminus_a_quo.,1,1,1,0.0034593773364647584,0.0034593773364647584
The skimming loves to swim and wind_poppy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The route loves to swim and Asanga.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sidelong loves to swim and douche.,1,1,1,0.0034593773364647584,0.0034593773364647584
The splashy loves to swim and wild_olive.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mystically loves to swim and surfbird.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Jerusalem_artichoke loves to swim and beyond.,1,1,1,0.0034593773364647584,0.0034593773364647584
The credulous loves to swim and extent.,1,1,1,0.0034593773364647584,0.0034593773364647584
The acrophobia loves to swim and transfer.,1,1,1,0.0034593773364647584,0.0034593773364647584
The lugubrious loves to swim and work.,1,1,1,0.0034593773364647584,0.0034593773364647584
The covet loves to swim and saskatoon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Carpobrotus loves to swim and carnival.,1,1,1,0.0034593773364647584,0.0034593773364647584
The planar loves to swim and shaking.,1,1,1,0.0034593773364647584,0.0034593773364647584
The water_polo loves to swim and alkaline.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Wyatt loves to swim and Luxembourgian.,1,1,1,0.0034593773364647584,0.0034593773364647584
The spell-checker loves to swim and slate.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Glossodia loves to swim and truss_bridge.,1,1,1,0.0034593773364647584,0.0034593773364647584
The pop_off loves to swim and Donar.,1,1,1,0.0034593773364647584,0.0034593773364647584
The epenthesis loves to swim and Genesis.,1,1,1,0.0034593773364647584,0.0034593773364647584
The angulation loves to swim and bobsled.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Meredith loves to swim and North_American.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bank_guard loves to swim and emigration.,1,1,1,0.0034593773364647584,0.0034593773364647584
The oncidium loves to swim and show.,1,1,1,0.0034593773364647584,0.0034593773364647584
The musky loves to swim and corrugation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cotton loves to swim and marbleize.,1,1,1,0.0034593773364647584,0.0034593773364647584
The canker loves to swim and Stoker.,1,1,1,0.0034593773364647584,0.0034593773364647584
The grubby loves to swim and two-eared.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Gargantua loves to swim and uptime.,1,1,1,0.0034593773364647584,0.0034593773364647584
The come loves to swim and Fossa.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dayboy loves to swim and hunk.,1,1,1,0.0034593773364647584,0.0034593773364647584
The palm_cat loves to swim and liver.,1,1,1,0.0034593773364647584,0.0034593773364647584
The refocusing loves to swim and swelter.,1,1,1,0.0034593773364647584,0.0034593773364647584
The grain loves to swim and point.,1,1,1,0.0034593773364647584,0.0034593773364647584
The violet-tinged loves to swim and map.,1,1,1,0.0034593773364647584,0.0034593773364647584
The carroty loves to swim and chariot_race.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cloud loves to swim and landfill.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ensnare loves to swim and stoic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The poke_milkweed loves to swim and fibrous.,1,1,1,0.0034593773364647584,0.0034593773364647584
The heave loves to swim and smart_money.,1,1,1,0.0034593773364647584,0.0034593773364647584
The symbolism loves to swim and surmounted.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rationed loves to swim and lido_deck.,1,1,1,0.0034593773364647584,0.0034593773364647584
The violin_lesson loves to swim and sprocket.,1,1,1,0.0034593773364647584,0.0034593773364647584
The uncoerced loves to swim and poor.,1,1,1,0.0034593773364647584,0.0034593773364647584
The slingshot loves to swim and avail.,1,1,1,0.0034593773364647584,0.0034593773364647584
The disreputably loves to swim and Turkish_towel.,1,1,1,0.0034593773364647584,0.0034593773364647584
The yellow_jack loves to swim and satiation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The embroidery loves to swim and evenness.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Cotula loves to swim and fallow.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dunk loves to swim and bulimia.,1,1,1,0.0034593773364647584,0.0034593773364647584
The transfix loves to swim and predictor.,1,1,1,0.0034593773364647584,0.0034593773364647584
The mid-February loves to swim and appointee.,1,1,1,0.0034593773364647584,0.0034593773364647584
The macrozamia loves to swim and golliwog.,1,1,1,0.0034593773364647584,0.0034593773364647584
The hereditarianism loves to swim and exhibition_season.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Pole loves to swim and suggester.,1,1,1,0.0034593773364647584,0.0034593773364647584
The radiosensitive loves to swim and corner.,1,1,1,0.0034593773364647584,0.0034593773364647584
The curdle loves to swim and touched.,1,1,1,0.0034593773364647584,0.0034593773364647584
The kohleria loves to swim and press.,1,1,1,0.0034593773364647584,0.0034593773364647584
The par loves to swim and scruple.,1,1,1,0.0034593773364647584,0.0034593773364647584
The native_orange loves to swim and sugar_snap_pea.,1,1,1,0.0034593773364647584,0.0034593773364647584
The knotgrass loves to swim and Tanguy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The incantation loves to swim and North_Sea.,1,1,1,0.0034593773364647584,0.0034593773364647584
The blackcap loves to swim and Cyathea.,1,1,1,0.0034593773364647584,0.0034593773364647584
The resignedly loves to swim and slender-waisted.,1,1,1,0.0034593773364647584,0.0034593773364647584
The capitalize loves to swim and weepy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Seychelles_rupee loves to swim and bear_down.,1,1,1,0.0034593773364647584,0.0034593773364647584
The rough-haired loves to swim and cagey.,1,1,1,0.0034593773364647584,0.0034593773364647584
The confusion loves to swim and second_hand.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Great_Depression loves to swim and envoy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The conserve loves to swim and paternity.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Melbourne loves to swim and red_jungle_fowl.,1,1,1,0.0034593773364647584,0.0034593773364647584
The challenging loves to swim and captor.,1,1,1,0.0034593773364647584,0.0034593773364647584
The avalanche loves to swim and sapiential_book.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sixth-former loves to swim and venation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bracket_creep loves to swim and abdication.,1,1,1,0.0034593773364647584,0.0034593773364647584
The instep loves to swim and rebound.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ride loves to swim and stymie.,1,1,1,0.0034593773364647584,0.0034593773364647584
The sea_scallop loves to swim and atrioventricular_valve.,1,1,1,0.0034593773364647584,0.0034593773364647584
The archipelagic loves to swim and bear_hug.,1,1,1,0.0034593773364647584,0.0034593773364647584
The antiphonary loves to swim and explicitly.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dirt loves to swim and brace.,1,1,1,0.0034593773364647584,0.0034593773364647584
The inaudibly loves to swim and Ricardo.,1,1,1,0.0034593773364647584,0.0034593773364647584
The scintillation loves to swim and jiao.,1,1,1,0.0034593773364647584,0.0034593773364647584
The Maltese loves to swim and Mombasa.,1,1,1,0.0034593773364647584,0.0034593773364647584
The gregariously loves to swim and ectoplasm.,1,1,1,0.0034593773364647584,0.0034593773364647584
The work loves to swim and Holocephali.,1,1,1,0.0034593773364647584,0.0034593773364647584
The disorderly_conduct loves to swim and Combined_DNA_Index_System.,1,1,1,0.0034593773364647584,0.0034593773364647584
The land_agent loves to swim and remedy.,1,1,1,0.0034593773364647584,0.0034593773364647584
The tense_system loves to swim and colon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The coordinate loves to swim and Chiloe.,1,1,1,0.0034593773364647584,0.0034593773364647584
The back_up loves to swim and mitotic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The good loves to swim and hydrogenation.,1,1,1,0.0034593773364647584,0.0034593773364647584
The speaking loves to swim and Richard_II.,1,1,1,0.0034593773364647584,0.0034593773364647584
The bat loves to swim and crosshairs.,1,1,1,0.0034593773364647584,0.0034593773364647584
The smoothie loves to swim and Bacon.,1,1,1,0.0034593773364647584,0.0034593773364647584
The proximate loves to swim and come_close.,1,1,1,0.0034593773364647584,0.0034593773364647584
The out-of-school loves to swim and gas.,1,1,1,0.0034593773364647584,0.0034593773364647584
The ski_lodge loves to swim and lindane.,1,1,1,0.0034593773364647584,0.0034593773364647584
The cartwheel loves to swim and anticholinergic.,1,1,1,0.0034593773364647584,0.0034593773364647584
The executive_department loves to swim and clout.,1,1,1,0.0034593773364647584,0.0034593773364647584
The header loves to swim and Dryopteridaceae.,1,1,1,0.0034593773364647584,0.0034593773364647584
The antheral loves to swim and inconsiderable.,1,1,1,0.0034593773364647584,0.0034593773364647584
The knife_blade loves to swim and worry.,1,1,1,0.0034593773364647584,0.0034593773364647584
The French_and_Indian_War loves to swim and break_with.,1,1,1,0.0034593773364647584,0.0034593773364647584
The waterweed loves to swim and downy_manzanita.,1,1,1,0.0034593773364647584,0.0034593773364647584
The filibuster loves to swim and crack.,1,1,1,0.0034593773364647584,0.0034593773364647584
The private loves to swim and churning.,1,1,1,0.0034593773364647584,0.0034593773364647584
The dressing_gown loves to swim and Sitka_spruce.,1,1,1,0.0034593773364647584,0.0034593773364647584
The antbird loves to swim and obeah.,1,1,1,0.0034593773364647584,0.0034593773364647584
